registration,make,model,primaryColour,fuelType
BO55LDD,MERCEDES-BENZ,"CLA 200 AMG LINE PREMIUM AUTO",White,Petrol
BO55VDA,MERCEDES-BENZ,G,Black,Petrol
BO55JCK,PEUGEOT,BOXER,White,Diesel
BO55WNA,MCLAREN,"720S V8 S-A",Black,Petrol
BO55AEG,AUDI,Q7,Black,Diesel
BO55AJR,BMW,218,Black,Petrol
BO55ALY,"ASTON MARTIN",DB11,Blue,Petrol
BO55ANJ,NISSAN,MICRA,Silver,Petrol
BO55ART,"LAND ROVER","RANGE ROVER",Gold,Diesel
BO55AUK,FORD,KUGA,Grey,Diesel
BO55AWN,LEXUS,IS,White,"Hybrid Electric (Clean)"
BO55BDN,CITROEN,BERLINGO,Black,Diesel
BO55BDP,FORD,RANGER,Grey,Diesel
BO55BJW,VOLVO,C30,Red,Diesel
BO55BKU,BMW,X1,White,Diesel
BO55CCW,"LAND ROVER","DEFENDER HARD TOP S D MHEV A",Black,Diesel
BO55CEB,AUDI,Q2,Black,Petrol
BO55CLW,VOLKSWAGEN,UP,Blue,Petrol
BO55CNG,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55DBC,FORD,TRANSIT,White,Diesel
BO55DLP,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55DPP,FORD,"PUMA ST-LINE X MHEV",Black,Petrol
BO55EBW,PEUGEOT,107,Blue,Petrol
BO55EDF,VAUXHALL,VIVARO,Silver,Diesel
BO55EGY,BMW,"218D M SPORT AUTO",Black,Diesel
BO55EKT,MERCEDES-BENZ,GLC,Black,Diesel
BO55ELL,AUDI,Q5,Black,Diesel
BO55ENN,BMW,730,Grey,Diesel
BO55FAW,BMW,X5,White,Diesel
BO55FEK,BMW,435,Grey,Diesel
BO55FHS,BMW,M5,Grey,Petrol
BO55FOO,VOLVO,XC90,Blue,Diesel
BO55FVZ,"LAND ROVER","RANGE ROVER SPORT",Grey,Petrol
BO55FWK,FORD,RANGER,Black,Diesel
BO55GAB,"LAND ROVER",DISCOVERY,White,Diesel
BO55GBK,TOYOTA,PROACE,White,Diesel
BO55GEK,MINI,COOPER,Grey,Petrol
BO55GHY,BMW,X6,Grey,Diesel
BO55GYL,"LAND ROVER",DISCOVERY,White,Diesel
BO55HEG,FIAT,UNKNOWN,White,Diesel
BO55JAO,TOYOTA,YARIS,White,Petrol
BO55JMG,AUDI,"Q7 S LINE 50 TDI MHEV QUAT A",Blue,Diesel
BO55JPC,MERCEDES-BENZ,SPRINTER,Blue,Diesel
BO55JPK,"GENERAL MOTORS",CHEVROLET,Grey,Petrol
BO55KBO,VOLKSWAGEN,TIGUAN,Grey,Diesel
BO55KDX,MERCEDES-BENZ,C,Silver,Diesel
BO55KFG,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55KGB,BMW,X5,Black,Diesel
BO55KJA,BMW,X4,Black,Diesel
BO55KMH,VOLKSWAGEN,TOUAREG,Blue,Diesel
BO55KTF,VOLKSWAGEN,CADDY,White,Diesel
BO55LBO,LAMBORGHINI,HURACAN,Green,Petrol
BO55LJL,TOYOTA,"LAND CRUISER",White,Diesel
BO55LJP,AUDI,R8,Black,Petrol
BO55LPO,"LAND ROVER","DISCOVERY SPORT",Grey,Diesel
BO55LRK,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55LYL,MITSUBISHI,"OUTLANDER EXCEED CVT",Blue,Petrol
BO55MBJ,FORD,TRANSIT,Blue,Diesel
BO55MCH,SKODA,KODIAQ,Blue,Diesel
BO55MEC,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55MED,FORD,TRANSIT,Silver,Diesel
BO55MHM,MERCEDES-BENZ,C,White,Diesel
BO55MPC,"LAND ROVER","RANGE ROVER",Grey,"Electric Diesel"
BO55MRE,VOLKSWAGEN,AMAROK,Black,Diesel
BO55MTE,FORD,TRANSIT,Grey,Diesel
BO55MXR,JAGUAR,XF,Grey,Diesel
BO55NBG,FORD,RANGER,White,Diesel
BO55NBW,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55NEP,PORSCHE,CAYENNE,White,Diesel
BO55NTT,NISSAN,QASHQAI,White,Diesel
BO55OPU,MERCEDES-BENZ,S-Class,Blue,Diesel
BO55OSB,VOLKSWAGEN,POLO,Red,Petrol
BO55PBH,AUDI,A5,Black,Petrol
BO55PBP,SUZUKI,"GSXR 1000 RAL8",White,Petrol
BO55PGB,FORD,RANGER,Grey,Diesel
BO55PHY,FORD,RANGER,Grey,Diesel
BO55PNY,HONDA,CR-V,Black,Petrol
BO55PYG,AUDI,"Q7 BLACK ED 50 TDI QUATTRO A",Silver,Diesel
BO55RAY,BMW,"M5 CS AUTO",Grey,Petrol
BO55RJE,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55RLZ,FIAT,DOBLO,Black,Diesel
BO55RZA,MERCEDES-BENZ,GL,Grey,Petrol
BO55SAC,BMW,R1250,Multi-colour,Petrol
BO55SBZ,AUDI,A3,Red,Petrol
BO55SCS,MERCEDES-BENZ,VITO,Grey,Diesel
BO55SHC,AUDI,A5,Red,Petrol
BO55STP,CITROEN,BERLINGO,Grey,Diesel
BO55SWZ,FORD,"TRANSIT CUSTOM 280LIMITD EBLUE",Black,Diesel
BO55TDE,VOLKSWAGEN,TRANSPORTER,Silver,Diesel
BO55TDL,FORD,TRANSIT,Blue,Diesel
BO55TDV,MERCEDES-BENZ,C,Grey,Petrol
BO55TOM,VOLKSWAGEN,ARTEON,Grey,Petrol
BO55TON,"LAND ROVER",DISCOVERY,Black,Diesel
BO55TOV,DACIA,"DUSTER PRESTIGE DCI 4X2",Orange,Diesel
BO55UAC,NISSAN,NAVARA,Red,Diesel
BO55UHS,"LAND ROVER",DISCOVERY,Silver,Diesel
BO55UPH,VOLKSWAGEN,TRANSPORTER,Grey,Diesel
BO55VAK,VAUXHALL,INSIGNIA,White,Diesel
BO55VJH,FORD,FIESTA,Black,Petrol
BO55VNG,TOYOTA,UNKNOWN,Silver,Petrol
BO55VSA,BMW,X6,White,Diesel
BO55VTL,"LAND ROVER","RANGE ROVER",Black,Petrol
BO55WDL,BMW,ALPINA,White,Petrol
BO55WKL,"LAND ROVER","DEFENDER X MHEV AUTO",Grey,Petrol
BO55WXT,FORD,"TOURNEO CUSTOM 320 TI EBLUE A",Grey,Diesel
BO55XJF,FORD,"RANGER WILDTRAK ECOBLUE 4X4 A",Grey,Diesel
BO55XTK,MERCEDES-BENZ,C,Black,Diesel
BO55ZEA,SKODA,OCTAVIA,Black,Diesel
BO55ZHA,MCLAREN,UNKNOWN,White,Petrol
BO55ZMG,JEEP,COMPASS,White,Diesel
BO55ZNE,FORD,TRANSIT,White,Diesel
BO55ZAM,ZHENHUA,"ZH A 50",Red,Petrol
BO55SOW,MERCEDES-BENZ,SL,Silver,Petrol
BO55MYD,FORD,RANGER,White,Diesel
BO55XOX,BMW,"5 SERIES",Grey,Petrol
BO55ANT,MITSUBISHI,L200,Grey,Diesel
BO55XPM,AUDI,A5,Grey,Petrol
BO55NOL,"LAND ROVER",DISCOVERY,Black,Diesel
BO55AMM,BMW,"5 SERIES",Black,Diesel
BO55TFX,"DAF TRUCKS",UNKNOWN,Yellow,Diesel
BO55DYS,AUDI,A4,Black,Diesel
BO55FHG,CITROEN,DISPATCH,Silver,Diesel
BO55AMK,AUDI,Q5,White,Diesel
BO55AON,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55AVZ,BENTLEY,CONTINENTAL,Black,Petrol
BO55BCS,FORD,"TRANSIT CONNECT",Blue,Diesel
BO55BDH,MERCEDES-BENZ,UNKNOWN,Green,Diesel
BO55BEK,BMW,X5,Black,Diesel
BO55BFW,HYUNDAI,"IONIQ 5 ULTIMATE EV 4X4",Grey,Electric
BO55BLO,YAMAHA,"YZF R6 05",Yellow,Petrol
BO55BRE,NISSAN,CUBE,White,Petrol
BO55BSA,MERCEDES-BENZ,VITO,Black,Diesel
BO55BTH,BMW,"6 SERIES",White,Diesel
BO55CDA,MITSUBISHI,OUTLANDER,Red,"Hybrid Electric (Clean)"
BO55CDL,MERCEDES-BENZ,E,Silver,Diesel
BO55CED,JAGUAR,XJ,Black,Diesel
BO55CHB,FORD,"TRANSIT CUSTOM",Blue,Diesel
BO55CLF,NISSAN,NAVARA,White,Diesel
BO55CMH,"ROLLS ROYCE",GHOST,Silver,Petrol
BO55CNZ,PORSCHE,CAYENNE,Grey,Petrol
BO55CTE,FORD,FOCUS,White,Diesel
BO55CYP,VOLKSWAGEN,TRANSPORTER,Black,Diesel
BO55DDG,VAUXHALL,MOVANO,Silver,Diesel
BO55DFT,NISSAN,QASHQAI,White,Diesel
BO55DNR,"LAND ROVER","RANGE ROVER",Silver,Petrol
BO55DOD,MERCEDES-BENZ,SLC,Black,Diesel
BO55DUL,AUDI,A7,Black,Diesel
BO55DVC,BENTLEY,MULSANNE,Black,Petrol
BO55EJD,VOLKSWAGEN,CADDY,Blue,Diesel
BO55EPW,HONDA,JAZZ,White,Petrol
BO55ESK,MERCEDES-BENZ,E,Grey,Diesel
BO55EVT,"LAND ROVER","DISCOVERY LUXURY HSE SD6 AUTO",Grey,Diesel
BO55EVW,VAUXHALL,ZAFIRA,Red,Diesel
BO55FCS,JAGUAR,F-PACE,Grey,Diesel
BO55FNJ,FORD,FIESTA,Red,Petrol
BO55FRK,TOYOTA,PRIUS,White,"Hybrid Electric (Clean)"
BO55GCA,VOLVO,XC60,Blue,Diesel
BO55GCE,BMW,X6,Black,Diesel
BO55GDW,ISUZU,D-MAX,Green,Diesel
BO55GHS,FERRARI,F430,Red,Petrol
BO55HJM,FORD,"TRANSIT CUSTOM 320LMTD EBLUE A",Grey,Diesel
BO55HKH,SUZUKI,CELERIO,Blue,Petrol
BO55HMU,AUDI,Q3,White,Petrol
BO55HON,"LAND ROVER","RANGE ROVER EVOQUE",White,Diesel
BO55HWJ,FORD,FIESTA,Black,Petrol
BO55JDJ,POLESTAR,"POLESTAR 2 PILOT PLUS EV AWD",Silver,Electric
BO55JFK,SEAT,ALHAMBRA,Grey,Diesel
BO55JRL,VOLKSWAGEN,"TIGUAN R-LINE TSI 4MOTION S-A",White,Petrol
BO55JWK,FORD,FIESTA,White,Petrol
BO55KEU,"DODGE (USA)",RAM,Silver,Diesel
BO55KHG,MERCEDES-BENZ,E,Black,Diesel
BO55KND,FORD,TRANSIT,Silver,Diesel
BO55KNG,PORSCHE,911,Grey,Petrol
BO55KOR,MERCEDES-BENZ,"EQB 300 AMG LNE PREMIUM 4MATIC",Black,Electric
BO55LCR,"LAND ROVER","DEFENDER S D AUTO",Grey,Diesel
BO55LFG,AUDI,"RS 3 VORSPRUNG TFSI QUATTRO SA",Black,Petrol
BO55LGB,FORD,"TRANSIT CUSTOM",White,Diesel
BO55LHY,BMW,"X2 SDRIVE20I SPORT AUTO",Black,Petrol
BO55LKX,AUDI,A1,Black,Petrol
BO55LPG,VOLVO,UNKNOWN,White,Diesel
BO55MDY,VAUXHALL,"CROSSLAND X GRIFFIN",Grey,Petrol
BO55MEB,MERCEDES-BENZ,E,Black,Diesel
BO55MMM,"LAND ROVER","RANGE ROVER",Grey,Petrol
BO55MUT,"LAND ROVER","RANGE ROVER",Grey,Petrol
BO55NDC,FORD,TRANSIT,Blue,Diesel
BO55NEL,MERCEDES-BENZ,E,Black,Diesel
BO55NJK,BMW,"3 SERIES",Black,Diesel
BO55NMZ,BMW,M4,Black,Petrol
BO55NVA,TESLA,"MODEL 3 PERFORMANCE AWD",White,Electric
BO55ORX,HARLEY-DAVIDSON,"FLFBS FATBOY 114 1868 18",Black,Petrol
BO55OUS,MINI,MINI,Black,Petrol
BO55PEP,SCANIA,UNKNOWN,Red,Diesel
BO55PLM,FORD,RANGER,White,Diesel
BO55PMW,BENTLEY,CONTINENTAL,Grey,Petrol
BO55PNB,ISUZU,D-MAX,Black,Diesel
BO55PNK,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55POT,"LAND ROVER",DISCOVERY,Black,Diesel
BO55RAN,BMW,X3,Grey,Diesel
BO55RCD,RENAULT,MASTER,Grey,Diesel
BO55RFJ,MERCEDES-BENZ,SL,Black,Petrol
BO55ROH,VAUXHALL,ASTRA,White,Petrol
BO55ROM,FERRARI,"575 SUPERAMERICA",Red,Petrol
BO55RST,"LAND ROVER",DEFENDER,Black,Diesel
BO55RTR,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55RVF,"LAND ROVER",DISCOVERY,Grey,Diesel
BO55RWK,MERCEDES-BENZ,C,Black,"Hybrid Electric (Clean)"
BO55RYD,VOLKSWAGEN,"TRANSPORTER T30 H-LINE TDI S-A",Grey,Diesel
BO55SCD,FORD,TRANSIT,White,Diesel
BO55SKF,SSANGYONG,REXTON,Black,Diesel
BO55SRD,FORD,S-MAX,White,Diesel
BO55SRF,VAUXHALL,INSIGNIA,Red,Diesel
BO55STB,BMW,"3 SERIES",White,Diesel
BO55STK,VOLKSWAGEN,TRANSPORTER,Purple,Diesel
BO55SWD,"LAND ROVER",DISCOVERY,Grey,Diesel
BO55TFC,BMW,740,Grey,Diesel
BO55THO,DODGE,CHARGER,Blue,Petrol
BO55TLJ,MERCEDES-BENZ,"AMG GLE 63 S MHEV 4MATIC+ AUTO",Green,"Hybrid Electric (Clean)"
BO55TMG,FORD,"TRANSIT CUSTOM",Black,Diesel
BO55TXO,"LAND ROVER","RANGE ROVER VOGUE SE D MHEV A",Black,Diesel
BO55UFO,"ALFA ROMEO",STELVIO,White,Petrol
BO55UOL,FORD,RANGER,Black,Diesel
BO55VFX,VOLKSWAGEN,TRANSPORTER,White,Diesel
BO55VNN,MERCEDES-BENZ,"AMG GLA 35 PREMIUM + 4MATIC A",Black,Petrol
BO55VPB,HONDA,CR-V,White,Diesel
BO55XHE,MERCEDES-BENZ,GLA,Silver,Diesel
BO55XLL,FIAT,DETHLEFFS,White,Diesel
BO55XMO,BMW,"3 SERIES",Black,Diesel
BO55XXH,VOLKSWAGEN,GOLF,Black,Petrol
BO55YCF,AUDI,"Q7 SLN BLK ED 45TDI MHEV QTO A",White,Diesel
BO55YCH,PEUGEOT,5008,Black,Diesel
BO55YMP,BMW,"3 SERIES",Black,Diesel
BO55YOM,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55YSO,MITSUBISHI,OUTLANDER,White,"Hybrid Electric (Clean)"
BO55ZAG,MITSUBISHI,"SHOGUN SPORT",Grey,Diesel
BO55ZNZ,FORD,"TRANSIT CUSTOM 300 MS-RT EBL A",Grey,Diesel
BO55WDZ,BMW,X3,Black,Petrol
BO55EBN,KAWASAKI,"BX 125 BRFAN",Black,Petrol
BO55FTX,BENTLEY,CONTINENTAL,Grey,Petrol
BO55TOA,LEVC,"TX VISTA COMFORT PLUS",Black,"Hybrid Electric (Clean)"
BO55BNH,"LAND ROVER","RANGE ROVER",Silver,Diesel
BO55EAM,"EASY RIDER","M 50 JC 50 Q-7",Red,Petrol
BO55ABD,FORD,TRANSIT,Silver,Diesel
BO55AGA,MASERATI,"LEVANTE S AUTO",Blue,Petrol
BO55AHX,BMW,X5,Black,Diesel
BO55ALO,BMW,118,Grey,Petrol
BO55APL,"LAND ROVER","RANGE ROVER SPT VRMILLION ED A",Red,Petrol
BO55APS,MERCEDES-BENZ,SLK,Silver,Petrol
BO55ASL,"LAND ROVER",DEFENDER,Grey,Diesel
BO55AUS,VOLVO,XC60,White,Diesel
BO55AWJ,MERCEDES-BENZ,VIANO,Silver,Diesel
BO55AYG,DODGE,UNKNOWN,Grey,Petrol
BO55BEF,VAUXHALL,COMBO,White,Diesel
BO55CFS,TOYOTA,HILUX,Grey,Diesel
BO55CHF,AUDI,TT,Red,Petrol
BO55COZ,NISSAN,PULSAR,Red,Diesel
BO55CSP,VOLKSWAGEN,GOLF,Black,Petrol
BO55CWP,PORSCHE,BOXSTER,Silver,Petrol
BO55DBR,FORD,"TRANSIT CUSTOM",Orange,Diesel
BO55DJG,HARLEY-DAVIDSON,FXDF,Red,Petrol
BO55DND,BENTLEY,CONTINENTAL,Black,Petrol
BO55DPF,MERCEDES-BENZ,C,Red,Diesel
BO55DWY,LEXUS,"NX 350H TAKUMI CVT",Black,"Hybrid Electric (Clean)"
BO55EAP,FORD,FIESTA,Black,Petrol
BO55ESO,LAMBORGHINI,GALLARDO,Yellow,Petrol
BO55EVK,RENAULT,CLIO,Black,Petrol
BO55EVS,JEEP,"RENEGADE NIGHT EAGLE",Black,Petrol
BO55EVY,CITROEN,DS7,Red,Diesel
BO55FAJ,AUDI,A6,Black,Diesel
BO55FFP,MASERATI,GHIBLI,Blue,Diesel
BO55FPS,VOLKSWAGEN,AMAROK,Grey,Diesel
BO55FVL,IVECO,UNKNOWN,Blue,Diesel
BO55FWM,MERCEDES-BENZ,"AMG A 45 S 4MATIC+ LEGACY ED A",Green,Petrol
BO55GGN,MERCEDES-BENZ,SLK,Black,Petrol
BO55GUP,MERCEDES-BENZ,GLC,White,Diesel
BO55HDC,"LAND ROVER","RANGE ROVER EVOQUE",White,Diesel
BO55HLH,VAUXHALL,VIVARO,Silver,Diesel
BO55HOF,FORD,RANGER,Black,Diesel
BO55HZL,RENAULT,"TRAFIC SL30 SPORT ENERGY DCI A",Brown,Diesel
BO55JDC,MERCEDES-BENZ,"VITO 119 SPORT CDI AUTO",Red,Diesel
BO55JHW,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55JLX,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55JRF,PEUGEOT,BOXER,White,Diesel
BO55JTR,SKODA,FABIA,Grey,Petrol
BO55JZV,FORD,"MUSTANG MACH-E PRM EXT RNG AWD",White,Electric
BO55KAM,MERCEDES-BENZ,"EQB 350 AMG LNE PREMIUM 4MATIC",Red,Electric
BO55KJC,"LAND ROVER","RANGE ROVER VELAR",Black,Petrol
BO55KNZ,AUDI,TT,Silver,Petrol
BO55KSM,"LAND ROVER","DEFENDER XDYNAMIC HSE D MHEV A",Silver,Diesel
BO55KVO,MERCEDES-BENZ,"CL 500",Black,Petrol
BO55LCD,"LAND ROVER","RANGE ROVER",Red,Diesel
BO55LEW,"LAND ROVER",DISCOVERY,White,Diesel
BO55LJG,FORD,TRANSIT,White,Diesel
BO55LOG,BENTLEY,CONTINENTAL,Blue,Petrol
BO55LPV,MERCEDES-BENZ,S-Class,White,"Hybrid Electric (Clean)"
BO55LRH,FORD,RANGER,White,Diesel
BO55LRY,SCANIA,UNKNOWN,Black,Diesel
BO55LVS,VOLKSWAGEN,TRANSPORTER,White,Diesel
BO55MAH,FORD,RANGER,Blue,Diesel
BO55MCK,AUDI,Q7,White,Diesel
BO55MMG,VOLKSWAGEN,TRANSPORTER,White,Diesel
BO55MWA,AUDI,"RS E-TRON GT CARBON VORSPRUNG",Green,Electric
BO55NMW,AUDI,"Q8 SLN BLK ED 55TFSI MHEV QT A",Black,Petrol
BO55NOX,KAWASAKI,"ZR 1000 RPFNN",Grey,Petrol
BO55NUV,MERCEDES-BENZ,S-Class,Black,Diesel
BO55NYS,MERCEDES-BENZ,CLA,Purple,Diesel
BO55OCT,AUDI,Q7,White,Diesel
BO55OLV,JAGUAR,F-PACE,Grey,Petrol
BO55OME,MERCEDES-BENZ,E,White,Diesel
BO55OYD,VOLKSWAGEN,GOLF,White,Diesel
BO55PFF,MERCEDES-BENZ,C,Grey,Petrol
BO55RHH,FORD,TRANSIT,White,Diesel
BO55RKG,FORD,"TRANSIT CUST320MS-RT EBL AWD A",Grey,Diesel
BO55RRP,PORSCHE,"TAYCAN 4S CROSS TURISMO",Grey,Electric
BO55RRT,BMW,435,Black,Diesel
BO55SAJ,BENTLEY,BENTAYGA,Grey,Diesel
BO55SAS,DODGE,RAM,Black,Diesel
BO55SEW,TESLA,"MODEL X",White,Electric
BO55SFF,HYUNDAI,"TUCSON ULTIMATE T-GDI MHEV S-A",Grey,"Hybrid Electric (Clean)"
BO55SKJ,BENTLEY,CONTINENTAL,Grey,Petrol
BO55SLR,VOLVO,UNKNOWN,White,Diesel
BO55SUT,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55SVC,FORD,TRANSIT,Black,Diesel
BO55TFM,JAGUAR,F-PACE,Grey,Diesel
BO55TFW,BMW,"3 SERIES",Black,Petrol
BO55TGA,JEEP,"GRAND CHEROKEE",Grey,Diesel
BO55TNC,VAUXHALL,"CORSA SRI PREMIUM TURBO AUTO",White,Petrol
BO55TPR,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55TTG,"LAND ROVER","RANGE ROVER",White,Petrol
BO55TXY,MERCEDES-BENZ,E,White,Diesel
BO55UBE,FORD,TRANSIT,Grey,Diesel
BO55UCL,BENTLEY,CONTINENTAL,Blue,Petrol
BO55UKT,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55USD,MERCEDES-BENZ,E,Blue,Diesel
BO55VBV,MERCEDES-BENZ,GLA,Black,Diesel
BO55VWB,MERCEDES-BENZ,GLE,Black,Diesel
BO55WDR,FORD,FIESTA,Silver,Petrol
BO55WLT,MERCEDES-BENZ,GLE,Black,Petrol
BO55WPO,KIA,SPORTAGE,Red,Diesel
BO55WSF,"LAND ROVER","DISCOVERY SE SD6 AUTO",Blue,Diesel
BO55YEE,SEAT,LEON,White,Petrol
BO55YYX,MERCEDES-BENZ,E,Silver,Diesel
BO55ZTB,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55ZYE,MERCEDES-BENZ,C,Black,Diesel
BO55ZZZ,KIA,SPORTAGE,White,Petrol
BO55HVB,HYUNDAI,"KONA N LINE EV",Black,Electric
BO55DVK,MERCEDES-BENZ,C,Black,Diesel
BO55XAM,FORD,RANGER,Black,Diesel
BO55VJY,"LAND ROVER","RANGE ROVER EVOQUE S D 4X2",Bronze,Diesel
BO55YOO,MERCEDES-BENZ,C,Blue,Diesel
BO55RSH,FORD,FOCUS,Black,Petrol
BO55ZCF,"LAND ROVER","R-ROVER VELAR DYNAM SE PHEV A",Black,"Hybrid Electric (Clean)"
BO55RYY,MITSUBISHI,L200,White,Diesel
BO55COF,AUDI,R8,Black,Petrol
BO55RXY,VOLVO,XC90,Silver,Diesel
BO55ACD,MERCEDES-BENZ,C,Black,Petrol
BO55AFD,"LAND ROVER","RANGE ROVER EVOQUE",Black,Diesel
BO55AWP,CITROEN,RELAY,Grey,Diesel
BO55AZU,AUDI,A6,Blue,Diesel
BO55BBS,"LAND ROVER","RANGE ROVER SPORT",Red,Diesel
BO55BEZ,MERCEDES-BENZ,E,Silver,Diesel
BO55BHB,FORD,UNKNOWN,Black,Petrol
BO55BHL,"LAND ROVER","DEFENDER XDYNAMIC HSE D MHEV A",Black,Diesel
BO55BNC,MERCEDES-BENZ,GLC,White,Diesel
BO55BUH,JAGUAR,F-TYPE,Black,Petrol
BO55CCR,PORSCHE,"TAYCAN GTS",Red,Electric
BO55CGF,VOLKSWAGEN,POLO,Black,Petrol
BO55CLY,MERCEDES-BENZ,C,Grey,Diesel
BO55CSF,"LAND ROVER",DEFENDER,Black,Diesel
BO55CSH,MERCEDES-BENZ,C,Black,Petrol
BO55CTS,TOYOTA,"HILUX INVINCIBLE X MHEV 4WD A",White,"Hybrid Electric (Clean)"
BO55CTZ,MERCEDES-BENZ,G-CLASS,Black,Petrol
BO55CXE,FORD,MUSTANG,Black,Petrol
BO55DAF,"DAF TRUCKS",UNKNOWN,White,Diesel
BO55DBM,VOLKSWAGEN,TRANSPORTER,Brown,Diesel
BO55DMC,SEAT,ALHAMBRA,Black,Diesel
BO55DTP,"MITSUBISHI FUSO",CANTER,White,Diesel
BO55DWD,FORD,TRANSIT,Silver,Diesel
BO55EAS,VOLVO,C70,Silver,Diesel
BO55EGE,JAGUAR,XK,Grey,Petrol
BO55EJR,BMW,M3,Blue,Petrol
BO55ELP,VAUXHALL,VIVARO,White,Diesel
BO55ELZ,AUDI,"A3 S LINE 30 TFSI MHEV S-A",Grey,Petrol
BO55FLM,VAUXHALL,INSIGNIA,Black,Diesel
BO55FRV,"LAND ROVER","RANGE ROVER VELAR",Black,Diesel
BO55FSE,MERCEDES-BENZ,ML,Silver,Petrol
BO55FWD,"LAND ROVER",DEFENDER,Grey,Diesel
BO55GGE,BMW,M4,Black,Petrol
BO55GGL,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55GLH,NISSAN,NOTE,Red,Diesel
BO55GOS,"LAND ROVER","RANGE ROVER",White,Diesel
BO55GSK,AUDI,A8,Grey,Diesel
BO55GUN,LAMBORGHINI,GALLARDO,Green,Petrol
BO55HJW,MERCEDES-BENZ,S-Class,Silver,Diesel
BO55HRY,MERCEDES-BENZ,E,Black,Diesel
BO55JAR,VOLKSWAGEN,TOUAREG,Black,Diesel
BO55JMZ,MERCEDES-BENZ,X,White,Diesel
BO55JNE,FORD,"RANGER RAPTOR ECOBOOST 4X4 A",Grey,Petrol
BO55JNW,FORD,RANGER,White,Diesel
BO55JTF,DUCATI,"STREETFIGHTER V4S",Black,Petrol
BO55JVF,"LAND ROVER",DISCOVERY,Black,Diesel
BO55KCC,BMW,X6,Black,Diesel
BO55KGD,BMW,420,Red,Petrol
BO55KHE,"LAND ROVER",FREELANDER,White,Diesel
BO55KOA,BMW,"3 SERIES",Grey,Diesel
BO55KPB,HONDA,CIVIC,Red,Petrol
BO55KTH,FORD,RANGER,Orange,Diesel
BO55LLJ,LEXUS,RX,Red,"Hybrid Electric (Clean)"
BO55LOH,BMW,116,Grey,Diesel
BO55MBD,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55MBK,HYUNDAI,"SANTA FE",Blue,Diesel
BO55MCR,"LAND ROVER","DEFENDER XS EDITION D MHEV A",Black,Diesel
BO55MGX,MG,HS,White,Petrol
BO55MML,FORD,"TRANSIT CONNECT",Blue,Diesel
BO55MOR,FORD,RANGER,White,Diesel
BO55MSE,JAGUAR,F-PACE,Black,Diesel
BO55NED,MERCEDES-BENZ,V,Black,Diesel
BO55NGD,"DAF TRUCKS",UNKNOWN,White,Diesel
BO55NLP,FORD,RANGER,Black,Diesel
BO55NMH,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55NWM,BMW,X5,Black,Diesel
BO55OOL,SKODA,FABIA,Red,Petrol
BO55PBB,TESLA,"MODEL 3 PERFORMANCE AWD",Blue,Electric
BO55PDR,CITROEN,"BERLINGO 1000 EN-PRISE ED BHDI",Grey,Diesel
BO55PFS,PORSCHE,"TAYCAN TURBO S",Black,Electric
BO55PGT,MERCEDES-BENZ,GLA,Black,Petrol
BO55PLC,MITSUBISHI,L200,Black,Diesel
BO55PLU,MERCEDES-BENZ,A-CLASS,White,Diesel
BO55RFA,VOLKSWAGEN,UP,White,Petrol
BO55RFM,FORD,TRANSIT,White,Diesel
BO55RHF,FORD,RANGER,Grey,Diesel
BO55RJT,MERCEDES-BENZ,C,Black,Petrol
BO55RKM,"LAND ROVER","RANGE ROVER SPORT",Silver,Petrol
BO55RLN,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55RNZ,BMW,"X6 XDRIVE40D M SPORT MHEV AUTO",Grey,"Electric Diesel"
BO55RTC,TESLA,"MODEL X",Grey,Electric
BO55SBW,FORD,FOCUS,Blue,Diesel
BO55SGC,FORD,TRANSIT,Blue,Diesel
BO55SHO,AUDI,"Q2 S LINE 35 TFSI S-A",Grey,Petrol
BO55SHP,BMW,"8 SERIES",Black,Petrol
BO55SSL,"LAND ROVER",DEFENDER,Grey,Diesel
BO55STW,"LAND ROVER","RANGE ROVER SPORT",Red,Diesel
BO55SYO,MERCEDES-BENZ,E,Blue,Diesel
BO55SZD,BMW,"5 SERIES",Black,Diesel
BO55TAZ,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
