registration,make,model,primaryColour,fuelType
BO55UPR,FORD,"TRANSIT CONNECT",White,Diesel
BO55UTG,AUDI,TT,White,Diesel
BO55UTY,MERCEDES-BENZ,"GLC 300 AMG LINE MHEV 4MATIC A",Grey,"Hybrid Electric (Clean)"
BO55VLC,JAGUAR,XE,White,Diesel
BO55VRD,RENAULT,TRAFIC,Grey,Diesel
BO55VYN,MERCEDES-BENZ,GLE,Black,Diesel
BO55WBT,BMW,"X3 M COMPETITION AUTO",Grey,Petrol
BO55WON,MERCEDES-BENZ,GLC,Black,Petrol
BO55WRN,ISUZU,D-MAX,White,Diesel
BO55WSN,BMW,"X1 SDRIVE 20I XLINE MHEV AUTO",Silver,"Hybrid Electric (Clean)"
BO55XER,JAGUAR,F-PACE,Black,Diesel
BO55XHH,BMW,X5,Black,Diesel
BO55YCJ,FORD,TRANSIT,White,Diesel
BO55YKB,"ROLLS ROYCE",DAWN,White,Petrol
BO55YKF,"LAND ROVER","RANGE ROVER EVOQUE",Grey,Diesel
BO55ZAW,"LAND ROVER","DISCOVERY SPORT",Black,Diesel
BO55ZEL,MERCEDES-BENZ,C,White,Diesel
BO55ZRX,BMW,"3 SERIES",Black,Diesel
BO55ZCS,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55AEP,AUDI,Q5,Blue,Diesel
BO55AFG,TESLA,"MODEL 3 STANDARD RANGE +",Blue,Electric
BO55AHN,BMW,X5,Black,Diesel
BO55AMF,AUDI,A5,White,Diesel
BO55AUL,MERCEDES-BENZ,A,Black,Diesel
BO55AUX,"LAND ROVER",DEFENDER,Blue,Diesel
BO55AVL,FORD,"TRANSIT COURIER",Red,Diesel
BO55AVW,VOLKSWAGEN,POLO,Red,Petrol
BO55AWD,MINI,COUNTRYMAN,Grey,Petrol
BO55AYZ,MERCEDES-BENZ,E,White,Diesel
BO55AZK,AUDI,"RS 5 CARBON BLACK TFSI QUAT A",Grey,Petrol
BO55BBN,MERCEDES-BENZ,C,Black,Diesel
BO55BDG,BMW,"530D XDRIVE M SPORT MHEV AUTO",Grey,"Electric Diesel"
BO55BFM,MERCEDES-BENZ,A,White,Petrol
BO55BKH,VOLKSWAGEN,AMAROK,Blue,Diesel
BO55BOW,VOLVO,XC60,Blue,Diesel
BO55BRW,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55BVV,"LAND ROVER","R ROVER VELAR RDYN HSE DMHEV A",Silver,Diesel
BO55BVW,"ROLLS ROYCE",PHANTOM,Black,Petrol
BO55CAN,MITSUBISHI,L200,Black,Diesel
BO55CFN,BMW,"2 SERIES",Black,Petrol
BO55COY,FORD,TRANSIT,White,Diesel
BO55CRO,MERCEDES-BENZ,C,Silver,Diesel
BO55CRW,BMW,Z4,White,Petrol
BO55CWG,KIA,"CEED 2 NAV ISG",White,Petrol
BO55CWO,PORSCHE,911,Blue,Petrol
BO55DBK,RENAULT,TRAFIC,Grey,Diesel
BO55DCG,FORD,TRANSIT,White,Diesel
BO55DEJ,"LAND ROVER","R ROVER SPRT HSE SLVR D MHEV A",Grey,Diesel
BO55DKH,"LAND ROVER","RANGE ROVER",Red,Diesel
BO55DLG,AUDI,"E-TRON BLACK EDITION 50 QUAT",Black,Electric
BO55DNZ,AUDI,"RS E-TRON GT CARBON VORSPRUNG",Black,Electric
BO55EDV,AUDI,A5,Black,Petrol
BO55EGW,RENAULT,CLIO,Red,Petrol
BO55ERP,PORSCHE,macan,White,Petrol
BO55FAH,BMW,640,Black,Diesel
BO55FER,MERCEDES-BENZ,SL,Blue,Petrol
BO55FFE,MAZDA,MX-5,Black,Petrol
BO55FWS,"LAND ROVER",DISCOVERY,Gold,Diesel
BO55FYT,FORD,KUGA,Black,Diesel
BO55GJJ,"LAND ROVER",DISCOVERY,Black,Diesel
BO55GLC,PORSCHE,CAYENNE,Black,Diesel
BO55GLM,FORD,"RANGER RAPTOR ECOBOOST 4X4 A",Grey,Petrol
BO55GME,TESLA,"MODEL X",Silver,Electric
BO55GNB,SCUTUM,"SEAT MO ESCOOTER 125",Red,Electric
BO55HDM,MERCEDES-BENZ,A,White,Petrol
BO55HJH,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55HTD,NISSAN,NAVARA,Silver,Diesel
BO55HYL,CITROEN,DISPATCH,White,Diesel
BO55JBH,"LAND ROVER",DISCOVERY,Bronze,Diesel
BO55JCU,BMW,530,Grey,Diesel
BO55JLB,TOYOTA,HILUX,Black,Diesel
BO55JMA,JAGUAR,XF,Blue,Diesel
BO55JRY,MERCEDES-BENZ,CLA,White,Petrol
BO55JWD,"LAND ROVER","R-ROVER SPORT AUTOBIO D MHEV A",Black,Diesel
BO55JXS,BMW,335,White,Diesel
BO55JZM,AUDI,A3,Red,Diesel
BO55KAG,FORD,FOCUS,White,Petrol
BO55KBN,"LAND ROVER","DEFENDER S D AUTO",Blue,Diesel
BO55KDM,"LAND ROVER","RANGE ROVER EVOQUE R-DYN S D A",Silver,Diesel
BO55KEJ,MERCEDES-BENZ,"CLS400 AMG LN NT ED PRM+ D 4MA",Grey,Diesel
BO55KKG,MERCEDES-BENZ,GLC,Blue,Diesel
BO55KPS,VOLKSWAGEN,CRAFTER,White,Diesel
BO55KXM,AUDI,A4,White,Petrol
BO55LAW,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55LDH,AUDI,TT,Red,Petrol
BO55LFC,MERCEDES-BENZ,E,White,Diesel
BO55LGA,VOLKSWAGEN,POLO,White,Petrol
BO55LKC,HYUNDAI,"TUCSON ULTIMATE MHEV S-A",Red,"Hybrid Electric (Clean)"
BO55LKR,MERCEDES-BENZ,"GL 320 ",Silver,Diesel
BO55LMB,MINI,"COOPER S",Turquoise,Petrol
BO55LOC,"ASTON MARTIN",DBS,Black,Petrol
BO55LWC,HARLEY-DAVIDSON,"FXSB BREAKOUT 1690 17",Black,Petrol
BO55MJY,MAZDA,6,Blue,Petrol
BO55MKW,LEXUS,"NX 350H CVT",Silver,"Hybrid Electric (Clean)"
BO55MOD,"LAND ROVER","RANGE ROVER",Silver,Diesel
BO55MPA,CITROEN,"C5 AIRCROSS FLAIR + BHDI SS A",Blue,Diesel
BO55MTG,MERCEDES-BENZ,CLK,Silver,Petrol
BO55MUD,"LAND ROVER",DEFENDER,Grey,Diesel
BO55NMJ,"LAND ROVER","DISCOVERY R-DYNAM HSE D MHEV A",White,Diesel
BO55NUH,VOLKSWAGEN,TOURAN,Grey,Petrol
BO55OBE,"LAND ROVER","RANGE ROVER VELAR",Black,Diesel
BO55OCC,VOLKSWAGEN,POLO,White,Petrol
BO55ODO,AUDI,Q3,Silver,Diesel
BO55OGB,"LAND ROVER","RANGE ROVER VELAR",Black,Diesel
BO55OGM,VOLKSWAGEN,TRANSPORTER,Black,Diesel
BO55OJL,MERCEDES-BENZ,C,Black,Diesel
BO55OOT,PEUGEOT,BIPPER,Grey,Diesel
BO55PDJ,FORD,"TRANSIT CUSTOM 320ACTVE EBLU A",Silver,Diesel
BO55PDN,SUZUKI,VZR,White,Petrol
BO55PLZ,MERCEDES-BENZ,VITO,Blue,Diesel
BO55PPH,SUZUKI,VZ800,Blue,Petrol
BO55PPP,SUBARU,IMPREZA,Black,Petrol
BO55PWW,PORSCHE,CAYENNE,Black,Petrol
BO55PYE,FORD,FIESTA,Blue,Diesel
BO55RHK,APRILIA,RS,Black,Petrol
BO55RKO,"LAND ROVER","",Grey,Diesel
BO55RSL,VOLKSWAGEN,"TIGUAN ELEGNCE LNCH ED ETSI SA",Red,"Hybrid Electric (Clean)"
BO55SEH,MINI,"COOPER S",Grey,Petrol
BO55SFN,JAGUAR,F-PACE,Black,Diesel
BO55SGM,MERCEDES-BENZ,G-CLASS,Black,Petrol
BO55SNW,VOLVO,XC90,White,Petrol
BO55SPY,PORSCHE,911,Silver,Petrol
BO55SRH,NISSAN,QASHQAI,Black,Petrol
BO55SWN,TOYOTA,"LAND CRUISER",Silver,Diesel
BO55TDA,BENTLEY,CONTINENTAL,Grey,Petrol
BO55TDK,VOLKSWAGEN,TRANSPORTER,White,Diesel
BO55TFP,IVECO,DAILY,White,Diesel
BO55TMH,"LAND ROVER RANGE ROVER SPORT SDV6 3.0L","5 DOOR AUTO ESTATE",Black,Diesel
BO55TVP,VOLKSWAGEN,ARTEON,Grey,Petrol
BO55TWC,PORSCHE,CAYMAN,Blue,Petrol
BO55UKE,MINI,"JOHN COOPER WORKS",Red,Petrol
BO55URJ,KIA,OPTIMA,Black,Diesel
BO55VDS,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55VEM,NISSAN,QASHQAI,Black,Diesel
BO55WBA,AUDI,A8,Black,Diesel
BO55WFG,VOLKSWAGEN,TRANSPORTER,Red,Diesel
BO55WHA,VOLKSWAGEN,GOLF,Black,Diesel
BO55WJT,FORD,KUGA,Grey,Diesel
BO55WLK,VOLKSWAGEN,AMAROK,Black,Diesel
BO55WLL,MONACO,"MOTOR HOME",Cream,Diesel
BO55XAZ,VOLKSWAGEN,GOLF,Blue,Diesel
BO55XUS,LEXUS,IS250C,White,Petrol
BO55YAN,MERCEDES-BENZ,B-CLASS,Black,Petrol
BO55YMG,MERCEDES-BENZ,C,Grey,Diesel
BO55YTS,FORD,"TOURNEO CUSTOM 320 TI EBLUE A",Silver,Diesel
BO55YYK,BMW,120,White,Diesel
BO55ZAA,FORD,FIESTA,Silver,Petrol
BO55ZAZ,MERCEDES-BENZ,A-CLASS,Silver,Diesel
BO55ZCL,AUDI,TT,Red,Diesel
BO55ZDA,VOLKSWAGEN,BEETLE,Red,Petrol
BO55BPN,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55TCC,FORD,"TRANSIT CONNECT 240LMITED EBLU",White,Diesel
BO55LOV,VAUXHALL,VIVARO,Black,Diesel
BO55BUX,TESLA,"MODEL S",Grey,Electric
BO55MJU,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55SFM,"LAND ROVER",DISCOVERY,Silver,Diesel
BO55CJE,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55ZHY,FERRARI,"812 SUPERFAST S-A",Grey,Petrol
BO55XPJ,MERCEDES-BENZ,VITO,Black,Diesel
BO55OPL,AUDI,"RS6 PRFM CRBNVOR TFSI MHEV Q A",Grey,Petrol
BO55MVF,MERCEDES-BENZ,G,Black,Petrol
BO55ZRH,"LAND ROVER",DISCOVERY,Black,Diesel
BO55HZR,VOLKSWAGEN,TIGUAN,White,Petrol
BO55ZUG,MERCEDES-BENZ,GLE,White,Diesel
BO55NLJ,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55PCO,VOLKSWAGEN,SHARAN,Grey,Diesel
BO55ANG,MERCEDES-BENZ,C,Silver,Petrol
BO55ARK,"LAND ROVER",DISCOVERY,Silver,Diesel
BO55AWZ,AUDI,A4,Black,Diesel
BO55AZZ,AUDI,RS3,Grey,Petrol
BO55BGS,"LAND ROVER",DISCOVERY,Silver,Diesel
BO55BGY,SEAT,ALTEA,Black,Diesel
BO55BND,FORD,"RANGER WILDTRAK ECOBLUE 4X4 A",Orange,Diesel
BO55BPT,FORD,TRANSIT,Black,Diesel
BO55BRD,BMW,"X6 XDRIVE30D M SPORT AUTO",Blue,Diesel
BO55CHL,"LAND ROVER","DEFENDER HARD TOP SE D MHEV A",Blue,Diesel
BO55CKS,MERCEDES-BENZ,GLE,Black,Petrol
BO55CKW,PORSCHE,macan,Grey,Petrol
BO55CNR,MERCEDES-BENZ,C,Grey,"Electric Diesel"
BO55CTL,TESLA,"MODEL S",Black,Electric
BO55DAG,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55DBL,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55DMR,JAGUAR,F-PACE,Blue,Diesel
BO55DPY,AUDI,A4,Silver,Diesel
BO55DRV,MERCEDES-BENZ,E,Grey,Diesel
BO55DRY,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55DUU,JAGUAR,F-PACE,Black,Diesel
BO55DWL,"LAND ROVER","R ROVER EVOQUE RDYN HSE PHEV A",Red,"Hybrid Electric (Clean)"
BO55EBX,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55EFA,PORSCHE,BOXSTER,Blue,Petrol
BO55EFE,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55EKA,MERCEDES-BENZ,CLC,Silver,Petrol
BO55EKM,MASERATI,GHIBLI,White,Diesel
BO55ERV,AUDI,A6,Grey,Diesel
BO55EUR,BENTLEY,CONTINENTAL,Black,Petrol
BO55EZA,VOLKSWAGEN,CADDY,Purple,Diesel
BO55FEP,AUDI,A5,Black,Petrol
BO55FPW,BMW,"X7 XDRIVE40D M SPORT MHEV AUTO",Black,"Electric Diesel"
BO55FRA,NISSAN,QASHQAI,Black,Petrol
BO55GCS,BMW,"X5 XDRIVE30D M SPORT MHEV AUTO",Blue,"Electric Diesel"
BO55GDG,VAUXHALL,INSIGNIA,Grey,Diesel
BO55GGA,"LAND ROVER",DEFENDER,Green,Diesel
BO55GGR,VOLKSWAGEN,"T-ROC STYLE TSI S-A",Silver,Petrol
BO55GKG,AUDI,"Q3 S LN BLK ED 35 TFSI MHEV SA",Black,Petrol
BO55GKT,RENAULT,MASTER,White,Diesel
BO55GPL,MERCEDES-BENZ,CLS,Black,Diesel
BO55GTG,VAUXHALL,MOVANO,White,Diesel
BO55GUY,MERCEDES-BENZ,GLE,Blue,"Hybrid Electric (Clean)"
BO55GVB,FERRARI,F430,Red,Petrol
BO55GYH,BMW,435,Blue,Diesel
BO55HRD,BMW,M4,Black,Petrol
BO55HRZ,HONDA,S2000,Blue,Petrol
BO55HUX,MINI,COUNTRYMAN,Black,Petrol
BO55JCZ,AUDI,TT,Blue,Petrol
BO55JEK,JAGUAR,F-PACE,Bronze,Diesel
BO55JME,SUZUKI,SV,White,Petrol
BO55JNT,"LAND ROVER","DISCOVERY SPORT",Blue,Diesel
BO55JVW,PEUGEOT,208,White,Petrol
BO55JZF,MERCEDES-BENZ,ML,Grey,Diesel
BO55KAW,MINI,COOPER,Red,Petrol
BO55KBF,"LAND ROVER","RANGE ROVER SPORT",Blue,Diesel
BO55KCY,BMW,120,Blue,Diesel
BO55KFJ,MASERATI,GHIBLI,White,Diesel
BO55KHL,HYUNDAI,"SANTA FE",Silver,Diesel
BO55KLB,JEEP,"RENEGADE S AUTO",Grey,Petrol
BO55KRC,FORD,"TRANSIT CUSTOM 280LIMITD EBLUE",Black,Diesel
BO55LCA,VAUXHALL,MOKKA,Silver,Diesel
BO55LHM,JAGUAR,XJ,Black,Diesel
BO55LJK,VOLVO,XC40,Grey,Diesel
BO55LKH,VAUXHALL,ASTRA,Grey,Diesel
BO55LUO,MERCEDES-BENZ,A-CLASS,Grey,Petrol
BO55LYP,HONDA,JAZZ,Blue,Petrol
BO55MES,"ALFA ROMEO",STELVIO,Black,Petrol
BO55MGG,"LAND ROVER","RANGE ROVER SPORT HSE D MHEV A",White,Diesel
BO55MHF,MERCEDES-BENZ,V,Black,Diesel
BO55MLZ,BMW,X3,White,Diesel
BO55MRV,BMW,520,Black,Diesel
BO55MVT,MERCEDES-BENZ,A-CLASS,Grey,Diesel
BO55MYP,TESLA,"MODEL Y PERFORMANCE AWD",Red,Electric
BO55MYZ,VOLKSWAGEN,GOLF,Black,Petrol
BO55NAU,VOLKSWAGEN,GOLF,White,Petrol
BO55NEE,MERCEDES-BENZ,SLK,Silver,Petrol
BO55NKC,BMW,"420I M SPORT PRO EDITION AUTO",Grey,Petrol
BO55NME,FORD,"TRANSIT CONNECT",White,Diesel
BO55NPL,PORSCHE,"TAYCAN 4S 93KWH",Silver,Electric
BO55NSR,PEUGEOT,107,Purple,Petrol
BO55NTX,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55PEG,BMW,"3 SERIES",Blue,Diesel
BO55PMX,PORSCHE,CAYMAN,Black,Petrol
BO55PSC,VAUXHALL,INSIGNIA,Silver,Diesel
BO55PSN,FORD,"TRANSIT CUSTOM",White,Diesel
BO55PWY,PORSCHE,"CAYENNE TURBO S E-HYBRID AUTO",Black,"Hybrid Electric (Clean)"
BO55RBT,FORD,"TRANSIT CONNECT",Grey,Diesel
BO55RFN,LEXUS,CT,White,"Hybrid Electric (Clean)"
BO55RSU,AUDI,A6,Grey,Petrol
BO55RSZ,MERCEDES-BENZ,"GLS 400 NIGHT ED EXEC D 4MAT A",Black,Diesel
BO55RYT,MERCEDES-BENZ,C,Silver,Petrol
BO55SAF,AUDI,A3,Black,Petrol
BO55SBM,TOYOTA,C-HR,Grey,"Hybrid Electric (Clean)"
BO55SJB,TOYOTA,HILUX,Black,Diesel
BO55SKN,MERCEDES-BENZ,ML,Silver,Diesel
BO55SLS,"LAND ROVER","RANGE ROVER SPORT",Silver,Diesel
BO55SNR,FORD,MUSTANG,Maroon,Petrol
BO55SOC,PORSCHE,"TAYCAN GTS SPORT TURISMO",Blue,Electric
BO55SPH,BMW,"3 SERIES",Grey,Petrol
BO55SXR,BMW,"5 SERIES",Grey,Diesel
BO55TBX,JAGUAR,F-TYPE,Black,Petrol
BO55TJY,MERCEDES-BENZ,E,Grey,"Electric Diesel"
BO55TKX,FORD,"RANGER WILDTRAK ECOBLUE 4X4 A",Black,Diesel
BO55TRF,IVECO,DAILY,White,Diesel
BO55TXR,"LAND ROVER",DISCOVERY,Silver,Diesel
BO55TZW,FORD,TRANSIT,White,Diesel
BO55UHK,TOYOTA,UNKNOWN,Black,"Hybrid Electric (Clean)"
BO55VPE,BMW,"M3 COMPETITION AUTO",Grey,Petrol
BO55VTO,BMW,740,Black,Petrol
BO55VVW,VOLKSWAGEN,TRANSPORTER,Blue,Diesel
BO55WGD,VAUXHALL,ASTRA,Black,Diesel
BO55WGM,"HARLEY DAVIDSON",VRSCDX,Black,Petrol
BO55WHX,BMW,430,Black,Petrol
BO55WYS,AUDI,A5,Grey,Petrol
BO55XMX,HYUNDAI,TUCSON,Grey,Petrol
BO55XYX,BMW,I8,Silver,"Hybrid Electric (Clean)"
BO55YSL,AUDI,Q7,Black,Diesel
BO55YYM,MERCEDES-BENZ,C,White,Diesel
BO55YZB,BMW,"3 SERIES",White,Diesel
BO55ZEB,AUDI,Q7,Grey,Diesel
BO55ZJM,BMW,420,Grey,Diesel
BO55ZUD,BMW,X5,White,Diesel
BO55LFE,VAUXHALL,ASTRA,Grey,Petrol
BO55EXH,AUDI,A5,Grey,Petrol
BO55XDD,MERCEDES-BENZ,E,Blue,Diesel
BO55FUF,BMW,730,Grey,Diesel
BO55UJL,MERCEDES-BENZ,E,White,Diesel
BO55KPX,BMW,"X3 M COMPETITION AUTO",Grey,Petrol
BO55MTV,PORSCHE,PANAMERA,Grey,Petrol
BO55NEN,TESLA,"MODEL 3",Grey,Electric
BO55YGP,MINI,"JOHN COOPER WORKS GP AUTO",Grey,Petrol
BO55LCN,FORD,TRANSIT,Black,Diesel
BO55BJF,FORD,"TRANSIT CUSTOM 320LIMITD EBLUE",Black,Diesel
BO55ADH,AUDI,Q7,Black,Diesel
BO55AEY,VOLKSWAGEN,POLO,Silver,Diesel
BO55AGD,BMW,X6,White,Diesel
BO55AJS,"DODGE (USA)",UNKNOWN,Blue,Petrol
BO55AJX,BMW,M6,Black,Petrol
BO55ANV,"LAND ROVER","RANGE ROVER SPRT DYN SE PHEV A",Bronze,"Hybrid Electric (Clean)"
BO55AOG,FORD,"TRANSIT CUSTOM 320LIMITD EBLUE",White,Diesel
BO55BAK,LEXUS,RX,Silver,"Hybrid Electric (Clean)"
BO55BCM,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55BCU,IVECO,"DAILY 35C16B",White,Diesel
BO55BES,FERRARI,CALIFORNIA,Red,Petrol
BO55BON,VOLKSWAGEN,CRAFTER,White,Diesel
BO55CAW,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55CCY,MERCEDES-BENZ,S-Class,Black,Diesel
BO55CGP,ABARTH,595,Blue,Petrol
BO55CJB,BMW,Z4,Blue,Petrol
BO55CNK,MERCEDES-BENZ,"CLA 180 AMG LINE PREMIUM AUTO",White,Petrol
BO55COD,"LAND ROVER","RANGE ROVER VELAR",Black,Diesel
BO55CUP,JEEP,WRANGLER,Grey,Diesel
BO55CVS,DODGE,SRT-8,Black,Petrol
BO55DEX,SUZUKI,SWIFT,White,Petrol
BO55DJD,FORD,TRANSIT,White,Diesel
BO55DJM,FORD,TRANSIT,White,Diesel
BO55DMK,SCANIA,UNKNOWN,Green,Diesel
BO55DOS,BMW,"M340I XDRIVE MHEV AUTO",Grey,"Hybrid Electric (Clean)"
BO55DRP,"LAND ROVER",DISCOVERY,Grey,Diesel
BO55DUX,TRIUMPH,"STREET TRIPLE",Black,Petrol
BO55EBJ,FORD,FIESTA,Blue,Petrol
BO55FGE,FORD,"TRANSIT CONNECT",White,Diesel
BO55FJL,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55FVH,VOLKSWAGEN,"TIGUAN R-LINE EDITION TSI S-A",White,Petrol
BO55GGH,PORSCHE,CAYENNE,White,Petrol
BO55GJB,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55GJG,FORD,"PUMA ST",Black,Petrol
BO55GKJ,AUDI,A5,White,Diesel
BO55GOV,BMW,"5 SERIES",Blue,Petrol
BO55GTX,BMW,"128TI AUTO",White,Petrol
BO55GWT,VAUXHALL,CORSA,White,Diesel
BO55HAX,BENTLEY,CONTINENTAL,Black,Petrol
BO55HFB,MINI,"COOPER SPORT AUTO",Grey,Petrol
BO55HNG,MERCEDES-BENZ,A-CLASS,White,Diesel
BO55HWX,"LAND ROVER","DEFENDER XDYNAMIC HSE D MHEV A",Black,Diesel
BO55JBE,FORD,"TRANSIT CONNECT",Grey,Diesel
BO55JEH,PEUGEOT,"2008 ALLURE PREMIUM PTECH SS A",White,Petrol
BO55JLV,"DODGE (USA)","NITRO SE",Black,Diesel
BO55JLZ,VOLKSWAGEN,TIGUAN,Red,Diesel
BO55JNR,CORVETTE,Z06,Red,Petrol
BO55JSC,"LAND ROVER","DISCOVERY SPORT",Black,Diesel
BO55JSL,LAMBORGHINI,UNKNOWN,Blue,Petrol
BO55JSR,MERCEDES-BENZ,GLE,Red,Diesel
BO55KCT,AUDI,Q5,Black,Diesel
BO55KFW,BMW,218,Black,Diesel
BO55KHP,"LAND ROVER","DEFENDER X MHEV AUTO",Brown,Petrol
BO55KJB,"LAND ROVER","RANGE ROVER",Red,Diesel
BO55KTD,VAUXHALL,VIVARO,Black,Diesel
BO55KUD,FORD,MUSTANG,Red,Petrol
BO55LBH,KIA,SORENTO,Silver,Diesel
BO55LPR,MERCEDES-BENZ,CL,Black,Petrol
BO55LRF,VOLKSWAGEN,CADDY,Yellow,Diesel
BO55LSS,MERCEDES-BENZ,V,Silver,Diesel
BO55LUM,"INDIAN MOTORCYCLE","SCOUT BOBBER",White,Petrol
BO55LZH,VOLVO,"XC60 MOMENTUM B4 MHEV AUTO",Grey,"Electric Diesel"
BO55MCV,IVECO,DAILY,White,Diesel
BO55MKO,"LAND ROVER","RANGE ROVER VELAR",White,Diesel
BO55MOA,"LAND ROVER","RANGE ROVER SPORT",Blue,Petrol
BO55MPF,KIA,PICANTO,White,Petrol
BO55MRH,AUDI,A4,Black,Diesel
BO55MTH,"LAND ROVER","DISCOVERY DYNAMIC HSE D MHEV A",Black,Diesel
BO55MTR,"LAND ROVER",DISCOVERY,Silver,Diesel
BO55MWF,CITROEN,RELAY,White,Diesel
BO55NMP,FORD,RANGER,Black,Diesel
BO55OCE,SUZUKI,SX4,White,Diesel
BO55OCO,FORD,RANGER,Silver,Diesel
BO55OEM,AUDI,TT,Red,Petrol
BO55OOY,MINI,MINI,Black,Petrol
BO55OXB,FORD,"TRANSIT CUSTOM 340LTD PHEV CVT",Grey,"Hybrid Electric (Clean)"
BO55PCR,MERCEDES-BENZ,C,Blue,Diesel
BO55PGW,VOLKSWAGEN,TRANSPORTER,Blue,Diesel
BO55PGY,AUDI,Q3,White,Diesel
BO55PLV,AUDI,"RS 7 TFSI MHEV QUATTRO AUTO",Black,Petrol
BO55PVB,"LAND ROVER","RANGE ROVER SPRT SVR CRBN ED A",Silver,Petrol
BO55RCB,MERCEDES-BENZ,X,Grey,Diesel
BO55RJO,MERCEDES-BENZ,E,White,Diesel
BO55RJY,SEAT,LEON,Black,Diesel
BO55RLA,MITSUBISHI,OUTLANDER,Blue,Diesel
BO55RLG,MERCEDES-BENZ,C,Black,Petrol
BO55RNX,AUDI,A3,White,Petrol
BO55RRV,FORD,MUSTANG,Black,Petrol
BO55RUG,MERCEDES-BENZ,VITO,Grey,Diesel
BO55RZG,BMW,"5 SERIES",Grey,Petrol
BO55SAR,BMW,218,Grey,Diesel
BO55SAW,MERCEDES-BENZ,"SPRINTER 315 PREMIUM CDI",Grey,Diesel
BO55SEJ,NISSAN,GT-R,Silver,Petrol
BO55SEV,BMW,"3 SERIES",Black,Diesel
BO55SFL,"LAND ROVER","DISCOVERY HSE SDV6 AUTO",Grey,Diesel
BO55SLO,VOLVO,XC40,Black,Petrol
BO55SOT,"MITSUBISHI FUSO","CANTER 7C18 43 AUTO",White,Diesel
BO55SUV,BMW,"X7 XDRIVE40D M SPORT MHEV AUTO",Grey,"Electric Diesel"
BO55SXE,"LAND ROVER","DEFENDER X PHEV AUTO",Grey,"Hybrid Electric (Clean)"
BO55TAG,AUDI,"A8 L BLK ED 50 TDI MHEV QUAT A",Black,Diesel
BO55TES,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55TGL,MERCEDES-BENZ,"AMG E 63 S 4MATIC+ AUTO",Silver,Petrol
BO55TLP,"LAND ROVER","DEFENDER HARD TOP X D MHEV A",Brown,Diesel
BO55TLS,MERCEDES-BENZ,E,Grey,Diesel
BO55TLW,MERCEDES-BENZ,B-CLASS,Blue,Diesel
BO55TRV,VOLKSWAGEN,POLO,Blue,Petrol
BO55TRW,BMW,X5,Black,Diesel
BO55UVG,PEUGEOT,PARTNER,White,Diesel
BO55VMT,BENTLEY,BENTAYGA,Black,Petrol
BO55WAF,BMW,118,Grey,Petrol
BO55WDH,FORD,TRANSIT,White,Diesel
BO55WGY,PORSCHE,PANAMERA,Black,Petrol
BO55WOK,BMW,220,Grey,Diesel
BO55YAT,VOLKSWAGEN,POLO,Brown,Petrol
BO55YBM,BMW,M3,White,Petrol
BO55YMB,MERCEDES-BENZ,ML,White,Petrol
BO55YSE,AUDI,TT,Black,Petrol
BO55ZGG,PORSCHE,macan,Grey,Diesel
BO55ZGM,BMW,"5 SERIES",Black,Diesel
BO55ZLM,BMW,"3 SERIES",Black,Diesel
BO55ZRV,HONDA,"ZR-V ADVANCE I-MMD CVT",Black,"Hybrid Electric (Clean)"
BO55ZSL,BMW,"X3 M40I MHEV AUTO",Black,"Hybrid Electric (Clean)"
BO55ESB,MINI,COUNTRYMAN,Blue,Petrol
BO55AJU,"LAND ROVER","RANGE ROVER",Red,Diesel
BO55YYG,AUDI,S3,Black,Petrol
BO55PJH,FORD,"TRANSIT CONNECT 240LMITED EBLU",Black,Diesel
BO55ABC,RENAULT,KANGOO,Grey,Diesel
BO55ACE,VOLKSWAGEN,GOLF,White,Petrol
BO55ADR,VOLKSWAGEN,CADDY,Grey,Diesel
BO55AFB,VAUXHALL,ANTARA,Grey,Diesel
BO55APW,FORD,RANGER,White,Diesel
BO55ARH,LAMBORGHINI,AVENTADOR,Yellow,Petrol
BO55AXD,MERCEDES-BENZ,C,Black,Petrol
BO55AZG,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55BBK,FORD,MUSTANG,Blue,Petrol
BO55BEP,PORSCHE,911,Red,Petrol
BO55BHE,FORD,"TRANSIT 350 LEADER ECOBLUE",White,Diesel
